,Judge_Name,Judge_Reject,Judge_Impose,Judge_Impose2,Def_Race,Court,Def_Gender,AnyCriminalHistory,crimetype_people,crimetype_violent,crimetype_property,crimetype_drug,crimetype_mva,crimetype_financial,crimetype_firearms,days_btwn_arrest_plea,days_btwn_plea_tender,DefAttorneyType,X1stCharge_Status,X1stPROS_SentLength,X1stPROS_ProbLength,X1stPROS_SentenceType,RehabTreatment,X1stPROS_Prison.,X1stPROS_Probation
751,Kaitlin Flores,Yes,No,Less,Unknown,Not yet determined,Female,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,808.0,765.0,unknown,Guilty verdict/finding,9.0,43.0,Probation,No,No,Yes
752,Roger Hensley,No,Yes,More,White,District Court,Female,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,881.0,621.0,from CPCS,Nolle Prosequi,1.0,31.0,Probation,No,No,No
753,Zachary Mccall,Yes,No,Less,Unknown,Superior Court,Female,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,243.0,609.0,a private attorney,Nolle Prosequi,7.0,12.0,State Prison,Yes,No,No
754,Kyle White,Yes,No,Less,Unknown,District Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,787.0,299.0,a private attorney,267/87,6.0,10.0,House of Corrections,No,Yes,Yes
755,Kyle White,Yes,No,Unknown,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,477.0,502.0,from CPCS,Dismissed,8.0,47.0,Probation,Yes,No,No
756,Kaitlin Flores,No,No,Less,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,291.0,469.0,a private attorney,Dismissed,9.0,13.0,County/Split,Yes,Yes,No
757,Kaitlin Flores,No,Yes,More,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,455.0,748.0,unknown,Guilty verdict/finding,3.0,35.0,House of Corrections,Yes,No,Yes
758,Rebecca Becker,No,Yes,More,Other,Not yet determined,Male,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,504.0,83.0,a court-appointed lawyer,Nolle Prosequi,10.0,21.0,"State Prison,Probation",No,Yes,Yes
759,Marie Green,Yes,No,More,Hispanic,Not yet determined,Male,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,179.0,748.0,a court-appointed lawyer,Continuance without a finding,0.0,2.0,Probation,No,No,Yes
760,Marie Green,No,No,Unclear,White,Superior Court,Male,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,866.0,223.0,from CPCS,267/87,4.0,32.0,"State Prison,Probation",No,Yes,No
761,Zachary Mccall,Yes,No,Unclear,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,863.0,186.0,a court-appointed lawyer,Dismissed,3.0,15.0,"State Prison,Probation",No,Yes,Yes
762,Julia Obrien,Yes,No,More,White,Not yet determined,Female,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,328.0,487.0,a court-appointed lawyer,Nolle Prosequi,10.0,3.0,"State Prison,Probation",Yes,No,Yes
763,Kyle White,Yes,No,More,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,232.0,514.0,a private attorney,Dismissed,8.0,32.0,"State Prison,Probation",No,No,Yes
764,Kaitlin Flores,No,Yes,Unknown,Black,District Court,Female,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,161.0,626.0,from CPCS,267/87,5.0,32.0,Probation,Yes,Yes,No
765,Paul Russell,Yes,Yes,Unclear,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,514.0,423.0,a court-appointed lawyer,267/87,1.0,4.0,House of Corrections,Yes,Yes,Yes
766,Paul Russell,Yes,Yes,Unclear,Other,Superior Court,Male,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,946.0,254.0,a court-appointed lawyer,Dismissed,10.0,12.0,"State Prison,Probation",No,Yes,Yes
767,Julia Obrien,Yes,Yes,Less,Unknown,Superior Court,Female,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,221.0,489.0,from CPCS,Nolle Prosequi,6.0,13.0,"State Prison,Probation",Yes,Yes,No
768,Matthew Perez,Yes,No,More,Other,Superior Court,Female,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,960.0,628.0,from CPCS,Dismissed,10.0,17.0,State Prison,Yes,No,No
769,Matthew Perez,Yes,Yes,Less,Hispanic,Superior Court,Male,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,787.0,258.0,unknown,267/87,1.0,35.0,State Prison,Yes,No,No
770,Kaitlin Flores,No,No,Unknown,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,919.0,395.0,unknown,267/87,5.0,35.0,House of Corrections,Yes,Yes,No
771,Paul Russell,No,No,Unclear,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,547.0,541.0,a court-appointed lawyer,267/87,9.0,20.0,"State Prison,Probation",Yes,No,Yes
772,Rebecca Becker,No,No,More,White,District Court,Male,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,944.0,41.0,from CPCS,267/87,8.0,36.0,"State Prison,Probation",Yes,No,Yes
773,Marie Green,No,No,Unknown,White,District Court,Female,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,286.0,481.0,a private attorney,267/87,8.0,26.0,Probation,Yes,Yes,Yes
774,Matthew Perez,No,Yes,Unclear,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,565.0,75.0,unknown,Continuance without a finding,2.0,9.0,"State Prison,Probation",No,Yes,No
775,Julia Obrien,Yes,No,Unclear,Other,Superior Court,Male,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,310.0,539.0,unknown,267/87,2.0,19.0,County/Split,Yes,No,Yes
776,Kyle White,No,No,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,845.0,179.0,a court-appointed lawyer,Nolle Prosequi,9.0,31.0,State Prison,Yes,Yes,No
777,Kyle White,No,No,More,Hispanic,District Court,Male,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,341.0,151.0,unknown,Dismissed,7.0,31.0,House of Corrections,No,Yes,No
778,Julia Obrien,Yes,Yes,Unknown,Unknown,Not yet determined,Female,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,225.0,61.0,a private attorney,Other,2.0,39.0,Probation,Yes,No,No
779,Marie Green,No,No,Unknown,Hispanic,Not yet determined,Female,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,456.0,170.0,unknown,Guilty verdict/finding,5.0,45.0,Probation,Yes,No,Yes
780,Julia Obrien,No,No,Less,Black,Not yet determined,Male,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,568.0,360.0,unknown,Other,0.0,32.0,"State Prison,Probation",Yes,Yes,Yes
781,Roger Hensley,No,Yes,Unknown,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,123.0,384.0,unknown,Continuance without a finding,0.0,48.0,State Prison,No,No,Yes
782,Roger Hensley,Yes,Yes,Less,Hispanic,Not yet determined,Male,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,605.0,336.0,a private attorney,Nolle Prosequi,7.0,18.0,County/Split,No,No,No
783,Matthew Perez,No,Yes,Less,Other,Not yet determined,Female,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,344.0,201.0,from CPCS,Guilty verdict/finding,2.0,36.0,"State Prison,Probation",No,Yes,Yes
784,Matthew Perez,Yes,No,Unknown,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,113.0,287.0,a court-appointed lawyer,Guilty verdict/finding,9.0,20.0,County/Split,No,No,No
785,Zachary Mccall,Yes,Yes,Unclear,Other,Not yet determined,Male,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,287.0,208.0,a private attorney,Dismissed,5.0,48.0,Probation,No,Yes,No
786,Paul Russell,No,Yes,Unclear,White,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,573.0,251.0,a court-appointed lawyer,Continuance without a finding,3.0,48.0,County/Split,No,No,Yes
787,Paul Russell,No,No,Unclear,Unknown,Superior Court,Female,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,794.0,304.0,a court-appointed lawyer,Nolle Prosequi,3.0,4.0,"State Prison,Probation",No,Yes,Yes
788,Marie Green,No,No,More,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,554.0,157.0,a court-appointed lawyer,Other,10.0,7.0,"State Prison,Probation",No,Yes,Yes
789,Julia Obrien,Yes,Yes,More,Other,Not yet determined,Female,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,675.0,490.0,unknown,Other,4.0,40.0,State Prison,Yes,Yes,Yes
790,Kaitlin Flores,No,No,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,848.0,61.0,a court-appointed lawyer,Nolle Prosequi,1.0,23.0,County/Split,No,Yes,No
791,Kaitlin Flores,Yes,Yes,Less,Black,Not yet determined,Female,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,612.0,692.0,a private attorney,267/87,7.0,15.0,County/Split,Yes,No,Yes
792,Matthew Perez,Yes,No,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,410.0,745.0,a private attorney,Nolle Prosequi,4.0,46.0,County/Split,Yes,Yes,No
793,Zachary Mccall,No,Yes,Unknown,White,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,405.0,84.0,a court-appointed lawyer,Guilty verdict/finding,0.0,18.0,County/Split,Yes,No,Yes
794,Rebecca Becker,No,No,Unclear,White,District Court,Female,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,887.0,577.0,from CPCS,Guilty verdict/finding,8.0,45.0,State Prison,Yes,Yes,No
795,Roger Hensley,No,No,Less,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,606.0,642.0,a private attorney,Other,1.0,23.0,County/Split,Yes,No,No
796,Zachary Mccall,No,No,Unknown,Other,Not yet determined,Male,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,581.0,591.0,a court-appointed lawyer,Guilty verdict/finding,3.0,11.0,County/Split,Yes,No,No
797,Paul Russell,No,No,Less,Other,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,509.0,553.0,unknown,Other,0.0,39.0,House of Corrections,Yes,Yes,Yes
798,Roger Hensley,Yes,No,Unclear,Hispanic,Superior Court,Female,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,106.0,738.0,a private attorney,267/87,2.0,50.0,Probation,No,Yes,Yes
799,Matthew Perez,No,Yes,Unknown,Black,District Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,694.0,374.0,a court-appointed lawyer,Dismissed,4.0,36.0,Probation,Yes,No,Yes
800,Gregory Wilkins,No,Yes,More,Black,Not yet determined,Male,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,125.0,527.0,a court-appointed lawyer,Nolle Prosequi,10.0,7.0,"State Prison,Probation",No,Yes,No
801,Roger Hensley,No,Yes,Unknown,Unknown,Superior Court,Female,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,648.0,431.0,from CPCS,Dismissed,10.0,7.0,House of Corrections,Yes,No,Yes
802,Julia Obrien,Yes,No,Unclear,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,580.0,246.0,a court-appointed lawyer,Nolle Prosequi,0.0,14.0,House of Corrections,No,Yes,Yes
803,Rebecca Becker,Yes,Yes,Unknown,Black,District Court,Female,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,864.0,775.0,unknown,267/87,8.0,2.0,County/Split,Yes,Yes,No
804,Julia Obrien,No,Yes,Unclear,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,877.0,350.0,a court-appointed lawyer,Other,1.0,28.0,"State Prison,Probation",Yes,No,Yes
805,Gregory Wilkins,Yes,No,More,White,Not yet determined,Female,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,731.0,41.0,unknown,Continuance without a finding,2.0,50.0,County/Split,No,Yes,Yes
806,Marie Green,No,Yes,Unclear,White,Superior Court,Male,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,133.0,557.0,from CPCS,Other,9.0,17.0,"State Prison,Probation",Yes,Yes,No
807,Gregory Wilkins,No,Yes,Unknown,Black,Superior Court,Male,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,527.0,715.0,unknown,Guilty verdict/finding,4.0,29.0,Probation,No,No,Yes
808,Marie Green,Yes,No,More,Hispanic,District Court,Male,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,622.0,224.0,a private attorney,Continuance without a finding,7.0,38.0,State Prison,Yes,No,Yes
809,Kyle White,No,No,Less,Other,Superior Court,Male,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,303.0,621.0,unknown,Continuance without a finding,5.0,37.0,House of Corrections,Yes,Yes,Yes
810,Julia Obrien,No,Yes,Less,Unknown,District Court,Female,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,164.0,54.0,unknown,Dismissed,5.0,10.0,Probation,Yes,Yes,Yes
811,Kyle White,No,Yes,Unknown,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,135.0,442.0,from CPCS,Nolle Prosequi,9.0,35.0,House of Corrections,Yes,Yes,No
812,Kyle White,Yes,No,Unclear,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,261.0,518.0,a private attorney,Continuance without a finding,3.0,18.0,"State Prison,Probation",No,No,Yes
813,Paul Russell,Yes,No,Unclear,Black,Superior Court,Female,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,154.0,66.0,a court-appointed lawyer,Other,1.0,25.0,"State Prison,Probation",Yes,Yes,No
814,Zachary Mccall,Yes,Yes,Less,White,Superior Court,Female,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,311.0,80.0,unknown,Guilty verdict/finding,8.0,35.0,State Prison,Yes,No,Yes
815,Roger Hensley,Yes,Yes,Unclear,Other,Superior Court,Female,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,521.0,90.0,a private attorney,Guilty verdict/finding,5.0,7.0,House of Corrections,Yes,Yes,Yes
816,Gregory Wilkins,Yes,No,Less,Hispanic,Not yet determined,Male,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,856.0,789.0,a private attorney,Continuance without a finding,6.0,30.0,House of Corrections,No,Yes,Yes
817,Kyle White,No,No,Unknown,Other,District Court,Female,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,398.0,84.0,unknown,Dismissed,6.0,41.0,"State Prison,Probation",No,No,Yes
818,Kaitlin Flores,No,Yes,Less,Hispanic,Not yet determined,Female,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,366.0,245.0,a private attorney,Continuance without a finding,3.0,47.0,House of Corrections,No,Yes,Yes
819,Paul Russell,Yes,No,Unknown,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,191.0,747.0,unknown,Other,1.0,3.0,"State Prison,Probation",Yes,Yes,No
820,Marie Green,No,Yes,Less,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,309.0,651.0,a court-appointed lawyer,Continuance without a finding,2.0,43.0,County/Split,No,No,No
821,Zachary Mccall,Yes,No,Unclear,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,348.0,419.0,from CPCS,Dismissed,9.0,12.0,"State Prison,Probation",Yes,Yes,No
822,Zachary Mccall,Yes,Yes,Unknown,White,Not yet determined,Female,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,306.0,707.0,a court-appointed lawyer,Nolle Prosequi,2.0,24.0,State Prison,No,No,Yes
823,Roger Hensley,No,No,Unclear,Hispanic,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,734.0,56.0,a private attorney,Continuance without a finding,2.0,49.0,County/Split,No,No,Yes
824,Rebecca Becker,Yes,No,Unclear,Hispanic,Superior Court,Female,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,508.0,314.0,from CPCS,Dismissed,8.0,20.0,Probation,No,Yes,Yes
825,Zachary Mccall,Yes,No,Unclear,Other,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,706.0,33.0,from CPCS,Guilty verdict/finding,0.0,37.0,"State Prison,Probation",No,No,Yes
826,Zachary Mccall,No,No,Unclear,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,502.0,303.0,a court-appointed lawyer,Guilty verdict/finding,3.0,39.0,County/Split,No,No,Yes
827,Rebecca Becker,Yes,No,Less,Hispanic,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,695.0,162.0,from CPCS,Nolle Prosequi,5.0,28.0,"State Prison,Probation",No,No,Yes
828,Matthew Perez,No,No,Less,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,543.0,200.0,a private attorney,Nolle Prosequi,5.0,0.0,Probation,No,No,No
829,Marie Green,Yes,No,Unknown,Other,District Court,Female,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,452.0,386.0,unknown,Continuance without a finding,9.0,35.0,County/Split,Yes,No,Yes
830,Kyle White,Yes,No,Unclear,Hispanic,Superior Court,Male,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,274.0,555.0,a private attorney,267/87,5.0,18.0,County/Split,No,Yes,No
831,Gregory Wilkins,No,No,More,Black,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,469.0,32.0,from CPCS,Guilty verdict/finding,10.0,26.0,"State Prison,Probation",No,No,Yes
832,Kyle White,Yes,Yes,Unknown,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,798.0,645.0,from CPCS,Continuance without a finding,10.0,24.0,Probation,No,Yes,Yes
833,Rebecca Becker,Yes,No,Unclear,Black,Not yet determined,Female,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,555.0,49.0,a private attorney,Guilty verdict/finding,2.0,47.0,"State Prison,Probation",No,Yes,No
834,Paul Russell,No,Yes,Unclear,White,Not yet determined,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,715.0,549.0,unknown,Other,9.0,36.0,State Prison,No,Yes,Yes
835,Kyle White,Yes,No,Unknown,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,175.0,348.0,from CPCS,267/87,4.0,19.0,Probation,Yes,Yes,No
836,Kyle White,No,No,Unclear,Black,Superior Court,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,214.0,474.0,unknown,Continuance without a finding,10.0,24.0,Probation,Yes,Yes,Yes
837,Paul Russell,Yes,No,More,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,520.0,408.0,a court-appointed lawyer,267/87,2.0,38.0,House of Corrections,No,No,Yes
838,Roger Hensley,No,No,Unknown,Unknown,Not yet determined,Male,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,970.0,517.0,a court-appointed lawyer,Nolle Prosequi,8.0,14.0,House of Corrections,Yes,Yes,Yes
839,Paul Russell,No,Yes,Unknown,Black,Superior Court,Male,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.0,463.0,from CPCS,267/87,9.0,11.0,Probation,No,No,Yes
840,Gregory Wilkins,Yes,No,More,Black,District Court,Male,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,622.0,575.0,a private attorney,267/87,1.0,18.0,State Prison,Yes,No,Yes
841,Rebecca Becker,Yes,No,Unclear,Unknown,Superior Court,Female,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,918.0,631.0,a court-appointed lawyer,Nolle Prosequi,4.0,0.0,State Prison,No,Yes,No
842,Julia Obrien,No,Yes,Unclear,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,467.0,654.0,a private attorney,267/87,9.0,33.0,County/Split,Yes,Yes,Yes
843,Marie Green,No,Yes,More,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,219.0,296.0,from CPCS,Other,1.0,18.0,State Prison,Yes,Yes,Yes
844,Zachary Mccall,No,No,Unclear,Other,Superior Court,Male,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,775.0,361.0,a private attorney,Dismissed,1.0,36.0,Probation,No,Yes,Yes
845,Roger Hensley,Yes,Yes,Unclear,Hispanic,Superior Court,Male,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,871.0,548.0,unknown,Nolle Prosequi,5.0,41.0,State Prison,Yes,Yes,No
846,Gregory Wilkins,Yes,Yes,Unclear,Unknown,Superior Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,486.0,148.0,unknown,Nolle Prosequi,1.0,16.0,Probation,Yes,Yes,Yes
847,Kyle White,Yes,Yes,Unknown,Black,Not yet determined,Male,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,298.0,685.0,a court-appointed lawyer,Guilty verdict/finding,3.0,42.0,County/Split,No,No,Yes
848,Marie Green,Yes,No,Unclear,Black,Not yet determined,Female,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,695.0,37.0,unknown,Nolle Prosequi,5.0,33.0,State Prison,No,Yes,Yes
849,Zachary Mccall,No,Yes,Unknown,Black,District Court,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,535.0,115.0,a private attorney,Continuance without a finding,6.0,34.0,County/Split,Yes,No,Yes
850,Matthew Perez,No,No,More,Unknown,District Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,519.0,623.0,a court-appointed lawyer,267/87,6.0,14.0,House of Corrections,No,No,No
851,Kyle White,No,No,Unclear,Other,Not yet determined,Male,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,204.0,224.0,a private attorney,Dismissed,8.0,11.0,"State Prison,Probation",Yes,Yes,Yes
852,Marie Green,Yes,Yes,Unknown,Unknown,Not yet determined,Male,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,502.0,85.0,unknown,Nolle Prosequi,3.0,7.0,Probation,Yes,Yes,Yes
853,Julia Obrien,No,No,More,Other,District Court,Female,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,531.0,516.0,from CPCS,Other,7.0,22.0,County/Split,Yes,No,No
854,Paul Russell,Yes,No,Unclear,Other,Superior Court,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,765.0,693.0,a court-appointed lawyer,267/87,7.0,29.0,County/Split,No,No,Yes
855,Kyle White,No,No,Unknown,Other,Superior Court,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,9.0,a court-appointed lawyer,Guilty verdict/finding,1.0,43.0,County/Split,Yes,No,No
856,Rebecca Becker,No,Yes,Less,White,District Court,Female,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,581.0,120.0,a private attorney,Guilty verdict/finding,6.0,49.0,State Prison,No,No,No
857,Rebecca Becker,Yes,No,Less,Black,District Court,Male,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,258.0,459.0,a court-appointed lawyer,Nolle Prosequi,8.0,28.0,House of Corrections,Yes,No,Yes
858,Gregory Wilkins,Yes,Yes,Less,Black,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,277.0,413.0,from CPCS,267/87,2.0,17.0,"State Prison,Probation",No,No,No
859,Julia Obrien,Yes,Yes,Unclear,Other,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,581.0,119.0,a court-appointed lawyer,Guilty verdict/finding,5.0,10.0,"State Prison,Probation",Yes,Yes,Yes
860,Roger Hensley,Yes,Yes,Unknown,Hispanic,Not yet determined,"Other (please specify their preferred gender identity, if known)",1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,120.0,185.0,a private attorney,267/87,8.0,17.0,Probation,Yes,Yes,No
861,Matthew Perez,No,No,Unknown,Black,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,772.0,780.0,unknown,Guilty verdict/finding,1.0,43.0,House of Corrections,No,No,Yes
862,Roger Hensley,No,No,Less,Black,Superior Court,Male,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,540.0,204.0,a court-appointed lawyer,Dismissed,7.0,50.0,"State Prison,Probation",Yes,No,Yes
863,Kyle White,No,No,Less,Hispanic,Not yet determined,Male,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,104.0,383.0,unknown,Other,1.0,2.0,State Prison,Yes,Yes,No
864,Marie Green,Yes,Yes,Unclear,Unknown,Not yet determined,Female,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,258.0,581.0,from CPCS,Continuance without a finding,9.0,38.0,"State Prison,Probation",Yes,Yes,No
865,Gregory Wilkins,Yes,No,Unclear,White,Not yet determined,Female,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,988.0,767.0,from CPCS,Guilty verdict/finding,2.0,46.0,State Prison,No,No,Yes
866,Paul Russell,No,No,More,White,District Court,"Other (please specify their preferred gender identity, if known)",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,426.0,640.0,a private attorney,Guilty verdict/finding,6.0,16.0,County/Split,No,Yes,No
867,Paul Russell,Yes,No,Unclear,Other,Not yet determined,Female,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,410.0,51.0,unknown,Continuance without a finding,1.0,25.0,County/Split,Yes,Yes,No
